asv,Kingdom,Phylum,Class,Order,Family,Genus
asv0245,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
asv0246,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA
asv0247,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,Paramaledivibacter
asv0248,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5) clade
asv0249,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
asv0250,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0251,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0252,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0253,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanobacterium
asv0254,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0255,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
asv0256,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0257,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0258,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0259,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
asv0260,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,NA
asv0261,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2
asv0262,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,NA,NA
asv0263,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0264,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0265,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0266,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0267,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29
asv0268,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanobacterium
asv0269,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Unknown Family,NA
asv0270,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0271,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0272,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0273,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0274,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0275,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0276,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b marine group
asv0277,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
asv0278,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus
asv0279,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group
asv0280,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0281,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0282,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA
asv0283,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,Paramaledivibacter
asv0284,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Unknown Family,NA
asv0285,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0286,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group
asv0287,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,Paramaledivibacter
asv0288,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
asv0289,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0290,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA
asv0291,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina
asv0292,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanobacterium
asv0294,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0295,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
asv0296,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0297,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
asv0298,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0299,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0300,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0302,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
asv0303,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0304,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0305,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0306,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
asv0307,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0308,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA
asv0310,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA
asv0311,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group
asv0312,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
asv0313,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
asv0314,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA
asv0315,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
asv0316,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group
asv0317,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
asv0318,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
asv0319,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula
asv0320,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA
asv0321,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0322,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0323,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0324,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
asv0325,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0326,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA
asv0327,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0328,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea
asv0329,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus
asv0330,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus
asv0331,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0332,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
asv0333,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5) clade
asv0334,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0335,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Unknown Family,NA
asv0336,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Pelagibius
asv0337,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0338,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,Paramaledivibacter
asv0339,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio
asv0340,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0341,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0342,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
asv0343,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia
asv0344,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0345,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0346,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter
asv0347,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5) clade
asv0348,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
asv0349,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0350,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter
asv0351,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0352,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b marine group
asv0353,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0354,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
asv0355,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0356,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0357,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter
asv0358,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
asv0359,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus
asv0360,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0361,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
asv0362,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
asv0363,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0364,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0365,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
asv0366,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv0367,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0368,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv0369,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0370,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
asv0371,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b marine group
asv0372,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group
asv0373,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus
asv0374,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
asv0375,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
asv0376,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
asv0377,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
asv0378,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0379,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0380,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0381,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,Paramaledivibacter
asv0382,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
asv0383,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0384,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0385,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29
asv0386,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
asv0387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans
asv0388,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313
asv0389,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group
asv0390,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0391,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus
asv0392,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA
asv0393,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA
asv0394,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas
asv0395,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA
asv0396,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0397,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus
asv0398,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA
asv0399,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA
asv0400,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0401,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0402,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia
asv0403,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA
asv0404,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Microbulbiferaceae,Microbulbifer
asv0405,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0406,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas
asv0407,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA
asv0408,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
asv0409,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa
asv0410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA
asv0411,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0412,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0413,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA
asv0414,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,Paramaledivibacter
asv0415,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0416,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium
asv0417,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0418,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA
asv0419,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv0420,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,Paramaledivibacter
asv0421,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
asv0422,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0423,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
asv0424,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
asv0425,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus
asv0426,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29
asv0427,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
asv0428,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter
asv0429,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
asv0430,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,NA
asv0431,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
asv0432,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
asv0433,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group
asv0434,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0435,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA
asv0436,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0437,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio
asv0438,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
asv0439,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
asv0440,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
asv0441,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter
asv0442,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
asv0443,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0444,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA
asv0445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
asv0446,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0447,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0448,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter
asv0449,Bacteria,Proteobacteria,Alphaproteobacteria,Dstr-E11,NA,NA
asv0450,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group
asv0451,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
asv0452,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0453,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0454,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group
asv0455,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Unknown Family,NA
asv0456,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA
asv0457,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
asv0458,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
asv0459,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
asv0460,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
asv0461,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0462,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina
asv0463,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA
asv0464,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
asv0465,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
asv0466,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group
asv0467,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA
asv0468,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA
asv0469,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
asv0470,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter
